,N° Etudiant,Nom,Prénom,Moyenne,Grade,Grade ECTS,code_UE,libelle_UE,responsable_UE,annee,nom_UV,code_UV,note,lieu
127,2015_9797,Kelly,Henry,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
128,2015_de8a,Carlisle,Anita,20,au dessus,A,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
129,2015_bfb0,Madrigal,Lisa,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
130,2015_ed24,Santos,Annamarie,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
131,2015_3082,Weathers,Stephen,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
132,2015_01ec,Hill,Elaine,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
133,2015_76f8,Gilliss,Carmen,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
134,2015_d4c1,Crews,Angelo,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
135,2015_1da8,Morris,Dane,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
136,2015_bc24,Mccormick,Mathew,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
137,2015_b32c,Barr,Jill,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
138,2015_a5a6,Poole,Barry,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
139,2015_f409,Allen,Tiffany,20,au dessus,A,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
140,2015_be83,Killian,Ronald,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
141,2015_b922,Simard,Joseph,20,au dessus,A,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
142,2015_29e2,Norman,Kelly,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
143,2015_e899,Daniels,Bethany,20,au dessus,A,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
144,2015_edbe,Kaye,Lori,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
145,2015_bb7c,Krause,Thomas,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
146,2015_1df5,Miller,Herbert,20,au dessus,A,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
147,2015_8359,Sole,Curtis,20,au dessus,A,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
148,2015_8332,Jackson,Samantha,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
149,2015_76cc,Olsen,Cassandra,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
150,2015_8e6d,Odom,Andrea,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
151,2015_0ae4,Vallejos,Richard,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
152,2015_40bf,Butler,Frank,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
153,2015_b856,Kozyra,Marco,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
154,2015_3355,Eder,Michael,20,au dessus,A,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
155,2015_2f4f,Boise,Armando,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
156,2015_e1ef,Halyk,Esperanza,0,en dessous,F,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,-,Nantes
157,2015_9438,Fuhr,Richard,0,en dessous,F,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,-,Nantes
158,2015_5c01,Green,Eric,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
159,2015_f0b2,Hetzler,Larry,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
160,2015_3d81,Dooley,Barbara,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
161,2015_9316,Abbott,Olivia,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
162,2015_6798,Obrien,William,20,au dessus,A,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
163,2015_0b32,Stover,Mary,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
164,2015_045c,Howe,Jesus,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
165,2015_4d63,Nappi,Inez,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
166,2015_9b2d,Johnson,Raymond,20,au dessus,A,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
167,2015_5989,Crespo,Richard,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
168,2015_040e,Coleman,Loretta,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
169,2015_ae9f,Tague,Joe,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
170,2015_9694,Wright,Alex,20,au dessus,A,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
171,2015_5d51,Rainey,Maria,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
172,2015_a66c,Cardiel,Eric,20,au dessus,A,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
173,2015_8dc4,Mclendon,Alex,20,au dessus,A,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
174,2015_7722,Dresser,Randy,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
175,2015_957b,Bowman,Harold,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
176,2015_2ccf,Nesbit,Maggie,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
177,2015_6d30,Zwiebel,John,20,au dessus,A,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
178,2015_9069,Norris,Carmen,0,en dessous,F,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,-,Nantes
179,2015_32fb,Jellison,Meagan,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
180,2015_5d45,Robinson,Ramon,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
181,2015_ece0,Harris,Renita,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
182,2015_3d9a,Albert,Lorine,0,en dessous,F,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,-,Nantes
183,2015_0b8b,Lundborg,Rebecca,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
184,2015_9f01,Eusebio,Kristopher,20,au dessus,A,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
185,2015_fb3d,Jackson,Ralph,20,au dessus,A,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
186,2015_50cf,Stott,Andrea,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
187,2015_c17f,Smart,Lucile,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
188,2015_a109,Hood,Suzanne,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
189,2015_ca18,Flinn,Jay,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
190,2015_ae70,Lowin,Kent,0,en dessous,F,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,-,Nantes
191,2015_558a,Heaton,Heath,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
192,2015_6b08,Latch,Melissa,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
193,2015_ebc0,Bowman,Edna,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
194,2015_8696,Dodds,Ronnie,10,atteint,B,IGA-A1-S2,IGA : Pratique de l'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
195,2015_d77e,Mclaughlin,Kristin,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
196,2015_e80e,Hess,Jacqueline,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
197,2015_b2b3,Drouin,Kevin,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
198,2015_78f0,Hornsby,Eric,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
199,2015_9182,Newsome,Elizabeth,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
200,2015_9830,Jarvis,Ira,0,en dessous,F,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,-,Nantes
201,2015_427e,Adkins,Katherine,20,au dessus,A,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
202,2015_669b,Edwards,Laura,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
203,2015_74f0,Keener,Christopher,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
204,2015_690c,Luckey,Linda,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
205,2015_3173,Barreto,Lawrence,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
206,2015_5b40,Edison,James,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
207,2015_8edb,Eadie,Courtney,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
208,2015_6053,Gravitt,Barbara,0,en dessous,F,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,-,Nantes
209,2015_d9b3,Barrett,Mary,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
210,2015_e129,Shepard,Carolyn,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
211,2015_a568,Bennett,Patricia,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
212,2015_f0fa,Velazquez,Morgan,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
213,2015_3c60,Hopper,Daniel,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
214,2015_61a2,Rodgers,Stephenie,20,au dessus,A,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
215,2015_2894,Freeman,Kenneth,0,en dessous,F,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,-,Nantes
216,2015_9343,Boutin,Mary,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
217,2015_c49a,Dewees,Richard,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
218,2015_fa20,Monnier,Gene,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
219,2015_da39,Hampton,Joseph,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
220,2015_0f2b,Kuhn,Amanda,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
221,2015_022f,Nowell,Doris,20,au dessus,A,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
222,2015_d6de,Carlson,Federico,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
223,2015_db4b,Mcclanahan,John,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
224,2015_2c51,Brock,Carol,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
225,2015_a4e4,Taylor,Robert,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
226,2015_c8d7,Mathews,Jennie,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
227,2015_def5,Colley,Shirley,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
228,2015_50f3,Stamm,Michael,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
229,2015_4204,Rocha,Philip,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
230,2015_aef6,Lutz,Eva,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
231,2015_8fc3,Marro,Doris,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
232,2015_5661,Hoff,Kay,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
233,2015_a770,Corscadden,Martha,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
234,2015_c264,Tye,Stephen,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
235,2015_9f97,Munoz,Kim,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
236,2015_20ed,Vasquez,Rogelio,20,au dessus,A,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
237,2015_111f,Winebarger,Joseph,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
238,2015_e356,Garner,Paul,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
239,2015_8e88,Ruth,Amy,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
240,2015_d769,Mallard,Saundra,20,au dessus,A,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
241,2015_f4e3,Willis,Pearlie,20,au dessus,A,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
242,2015_f68f,Pierce,Tamica,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
243,2015_3ac8,Kato,David,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
244,2015_7aa0,Nichell,James,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
245,2015_ed4a,Zachary,Richard,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
246,2015_8563,Synder,Maxine,0,en dessous,F,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,-,Nantes
247,2015_6768,Mccoy,Deborah,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
248,2015_dd90,Luna,Glen,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
249,2015_1489,Phillips,Patricia,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
250,2015_e2ba,Cameron,Nathan,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
251,2015_2c65,Jones,Chance,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
252,2015_f8eb,Grant,Jean,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
253,2015_acf7,West,Irma,10,atteint,B,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,=,Nantes
254,2015_8cd5,Smith,Raymond,20,au dessus,A,IGB-A1-S2,IGB : Projet d'ingénierie,GOSSIAUX Pol Bernard,1ère année d'ingénieur 2014-2015,PRIME,1A-S2-PRI,+,Nantes
